Adelophis copei	Natricidae, Colubroidea, Serpentes (snakes)	Adelophis	copei	DUGS	1879	Cope's Mountain Meadow Snake	Mexico	0	0
Adelophis foxi	Natricidae, Colubroidea, Serpentes (snakes)	Adelophis	foxi	ROSSMAN & BLANEY	1968	Fox's Mountain Meadow Snake	Mexico	0	0
Adelphicos daryi	Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	daryi	CAMPBELL & FORD	1982	Dary's Burrowing Snake	Guatemala	0	0
Adelphicos ibarrorum	Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	ibarrorum	CAMPBELL & BRODIE	1988		Guatemala	0	0
Adelphicos latifasciatum	Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	latifasciatum	LYNCH & SMITH	1966	Oaxacan Burrowing Snake	Mexico	0	0
Adelphicos nigrilatum	Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	nigrilatum	SMITH	1942	Burrowing Snake	Mexico	0	0
Adelphicos quadrivirgatum	Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	quadrivirgatum	JAN	1862	Middle American Burrowing Snake	Mexico	0	0
Adelphicos quadrivirgatum	Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	quadrivirgatum	JAN	1862	Middle American Burrowing Snake	Guatemala	0	0
Adelphicos quadrivirgatum	Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	quadrivirgatum	JAN	1862	Middle American Burrowing Snake	Honduras	0	0
Adelphicos quadrivirgatum	Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	quadrivirgatum	JAN	1862	Middle American Burrowing Snake	Nicaragua	0	0
Adelphicos quadrivirgatum	Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	quadrivirgatum	JAN	1862	Middle American Burrowing Snake	Belize	0	0
Adelphicos veraepacis	Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	veraepacis	STUART	1941	Stuart's Burrowing Snake	Mexico	0	0
Adelphicos veraepacis	Dipsadidae, Colubroidea, Serpentes (snakes)	Adelphicos	veraepacis	STUART	1941	Stuart's Burrowing Snake	Guatemala	0	0
Atheris barbouri	Viperidae, Viperinae, Serpentes (snakes)	Atheris	barbouri	LOVERIDGE	1930	Uzungwe Mountain Bush Viper	Tanzania	1	1
Aeluroglena cucullata	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Aeluroglena	cucullata	BOULENGER	1898	Somali Snake	Ethiopia	0	0
Aeluroglena cucullata	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Aeluroglena	cucullata	BOULENGER	1898	Somali Snake	Somalia	0	0
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Nigeria	0	0
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Ghana	0	0
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Cameroon	0	0
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Ivory Coast	0	0
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Niger	0	0
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Burkina Faso	0	0
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Senegal	0	0
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Guinea	0	0
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Benin	0	0
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Togo	0	0
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Sierra Leone	0	0
Afronatrix anoscopus	Natricidae, Colubroidea, Serpentes (snakes)	Afronatrix	anoscopus	COPE	1861	African Brown Water Snake	Liberia	0	0
Agkistrodon bilineatus	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	bilineatus	GNTHER	1863	E: Cantil, Mexican MoccasinG: Mexikanische Mokassinschlange	Mexico	1	1
Agkistrodon bilineatus	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	bilineatus	GNTHER	1863	E: Cantil, Mexican MoccasinG: Mexikanische Mokassinschlange	Guatemala	1	1
Agkistrodon bilineatus	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	bilineatus	GNTHER	1863	E: Cantil, Mexican MoccasinG: Mexikanische Mokassinschlange	Honduras	1	1
Agkistrodon bilineatus	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	bilineatus	GNTHER	1863	E: Cantil, Mexican MoccasinG: Mexikanische Mokassinschlange	El Salvador	1	1
Agkistrodon contortrix	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	contortrix	LINNAEUS	1766	E: Southern Copperheadlaticinctus: Broad-banded Copperheadmokasen: Northern Copperheadphaeogaster: Osage Copperheadpictigaster: Trans-Pecos CopperheadG: Kupferkopf	India	1	1
Agkistrodon contortrix	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	contortrix	LINNAEUS	1766	E: Southern Copperheadlaticinctus: Broad-banded Copperheadmokasen: Northern Copperheadphaeogaster: Osage Copperheadpictigaster: Trans-Pecos CopperheadG: Kupferkopf	USA	1	1
Agkistrodon contortrix	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	contortrix	LINNAEUS	1766	E: Southern Copperheadlaticinctus: Broad-banded Copperheadmokasen: Northern Copperheadphaeogaster: Osage Copperheadpictigaster: Trans-Pecos CopperheadG: Kupferkopf	Mexico	1	1
Agkistrodon contortrix	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	contortrix	LINNAEUS	1766	E: Southern Copperheadlaticinctus: Broad-banded Copperheadmokasen: Northern Copperheadphaeogaster: Osage Copperheadpictigaster: Trans-Pecos CopperheadG: Kupferkopf	Georgia	1	1
Agkistrodon contortrix	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	contortrix	LINNAEUS	1766	E: Southern Copperheadlaticinctus: Broad-banded Copperheadmokasen: Northern Copperheadphaeogaster: Osage Copperheadpictigaster: Trans-Pecos CopperheadG: Kupferkopf	Jersey	1	1
Agkistrodon piscivorus	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	piscivorus	LACPDE	1789	E: conanti: Florida Cottonmouthpiscivorus: Eastern Cottonmouthleucostoma: Western CottonmouthG: Wasser-Mokassinotter	India	1	1
Agkistrodon piscivorus	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	piscivorus	LACPDE	1789	E: conanti: Florida Cottonmouthpiscivorus: Eastern Cottonmouthleucostoma: Western CottonmouthG: Wasser-Mokassinotter	USA	1	1
Agkistrodon piscivorus	Viperidae, Crotalinae, Serpentes (snakes)	Agkistrodon	piscivorus	LACPDE	1789	E: conanti: Florida Cottonmouthpiscivorus: Eastern Cottonmouthleucostoma: Western CottonmouthG: Wasser-Mokassinotter	Georgia	1	1
Ahaetulla dispar	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	dispar	GNTHER	1864	Indian Bronzeback, Gnther's Vine Snake	India	1	0
Ahaetulla fasciolata	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fasciolata	FISCHER	1885	E: Speckle-headed Whipsnake, Spotted WhipsnakeG: Gefleckte Peitschennatter	Indonesia	1	0
Ahaetulla fasciolata	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fasciolata	FISCHER	1885	E: Speckle-headed Whipsnake, Spotted WhipsnakeG: Gefleckte Peitschennatter	Thailand	1	0
Ahaetulla fasciolata	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fasciolata	FISCHER	1885	E: Speckle-headed Whipsnake, Spotted WhipsnakeG: Gefleckte Peitschennatter	Malaysia	1	0
Ahaetulla fasciolata	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fasciolata	FISCHER	1885	E: Speckle-headed Whipsnake, Spotted WhipsnakeG: Gefleckte Peitschennatter	Singapore	1	0
Ahaetulla fasciolata	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fasciolata	FISCHER	1885	E: Speckle-headed Whipsnake, Spotted WhipsnakeG: Gefleckte Peitschennatter	Brunei	1	0
Ahaetulla fronticincta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	fronticincta	GNTHER	1858	Gnther's Whipsnake, Burmese Vine Snake	Myanmar	1	0
Ahaetulla mycterizans	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	mycterizans	LINNAEUS	1758	E: Malayan (Green) WhipsnakeG: Malaiische Peitschennatter	Indonesia	1	0
Ahaetulla mycterizans	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	mycterizans	LINNAEUS	1758	E: Malayan (Green) WhipsnakeG: Malaiische Peitschennatter	Thailand	1	0
Ahaetulla mycterizans	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	mycterizans	LINNAEUS	1758	E: Malayan (Green) WhipsnakeG: Malaiische Peitschennatter	Malaysia	1	0
Ahaetulla mycterizans	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	mycterizans	LINNAEUS	1758	E: Malayan (Green) WhipsnakeG: Malaiische Peitschennatter	Laos	1	0
Ahaetulla mycterizans	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	mycterizans	LINNAEUS	1758	E: Malayan (Green) WhipsnakeG: Malaiische Peitschennatter	Singapore	1	0
Ahaetulla nasuta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	India	1	0
Ahaetulla nasuta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Bangladesh	1	0
Ahaetulla nasuta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Vietnam	1	0
Ahaetulla nasuta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Thailand	1	0
Ahaetulla nasuta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Myanmar	1	0
Ahaetulla nasuta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Nepal	1	0
Ahaetulla nasuta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Sri Lanka	1	0
Ahaetulla nasuta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	nasuta	BONNATERRE	1790	E: Long-nosed Tree Snake, Green vine snake, Long-nosed Whip SnakeG: Nasenpeitschennatter, Baumschnffler	Cambodia	1	0
Ahaetulla perroteti	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	perroteti	DUMRIL & BIBRON	1854	Western Ghats Bronzeback	India	1	0
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	China	1	0
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	India	1	0
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Indonesia	1	0
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Bangladesh	1	0
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Vietnam	1	0
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Thailand	1	0
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Myanmar	1	0
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Malaysia	1	0
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Cambodia	1	0
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Hong Kong	1	0
Ahaetulla prasina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Ahaetulla	prasina	BOIE	1827	E: Gunther s whip snake, Oriental Whipsnake, Asian vine snake, Jade Vine SnakeG: Grne Peitschennatter	Laos	1	0
