Crisantophis nevermanni	Dunn's Road Guarder	DUNN	1937	No	No
Crotalus adamanteus	Eastern Diamondback Rattlesnake	PALISOT DE BEAUVOIS	1799	Yes	Yes
Crotalus aquilus	Queretaran Dusky Rattlesnake	KLAUBER	1952	Yes	Yes
Crotalus armstrongi	Mexican Dusky Rattlesnake	CAMPBELL	1979	Yes	Yes
Crotalus atrox	Western Diamond-backed Rattlesnake	BAIRD & GIRARD	1853	Yes	Yes
Crotalus basiliscus	Mexican West-Coast Rattlesnake, Basilisk Rattlesnake	COPE	1864	Yes	Yes
Crotalus campbelli		BRYSON JR, LINKEM, DORCAS, LATHROP, JONES, ALVARADO-DAZ,, GRNWALD & MURPHY	2014	Yes	Yes
Crotalus catalinensis	Catalina Island Rattlesnake	CLIFF	1954	Yes	Yes
Crotalus cerastes	Sidewinder (cerast	HALLOWELL	1854	Yes	Yes
Crotalus cerberus	Arizona Black Rattlesnake	COUES	1875	Yes	Yes
Crotalus culminatus	Northwestern Neotropical Rattlesnake	KLAUBER	1952	Yes	Yes
Crotalus durissus	Cascabel Rattlesnake	LINNAEUS	1758	Yes	Yes
Crotalus enyo	Lower California Rattlesnake (furv	COPE	1861	Yes	Yes
Crotalus ericsmithi	Guerreran Long-tailed Rattlesnake	CAMPBELL & FLORES-VILLELA	2008	Yes	Yes
Crotalus horridus	Timber rattlesnake, cane-brake rattlesnake (atricaudatus)	LINNAEUS	1758	Yes	Yes
Crotalus intermedius	Mexican Smallhead Rattlesnake	TROSCHEL	1865	Yes	Yes
Crotalus lannomi	Autln Long-tailed Rattlesnake, Manantlan Long-tailed Rattlesnake	TANNER	1966	Yes	Yes
Crotalus lepidus	lepid	KENNICOTT	1861	Yes	Yes
Crotalus mitchellii	mitchel	COPE	1861	Yes	Yes
Crotalus molossus	Black Tailed Rattlesnake (nigresce	BAIRD & GIRARD	1853	Yes	Yes
Crotalus oreganus	abyss	HOLBROOK	1840	Yes	Yes
Crotalus ornatus		HALLOWELL	1854	Yes	Yes
Crotalus polystictus	Mexican Lancehead Rattlesnake	COPE	1865	Yes	Yes
Crotalus pricei	Western Twin Spotted Rattlesnake, Eastern Twin Spotted Rattlesnake	VAN DENBURGH	1895	Yes	Yes
Crotalus pusillus	Tancitaran Dusky Rattlesnake	KLAUBER	1952	Yes	Yes
Crotalus ravus	Mexican Pygmy Rattlesnake, Oaxacan Pygmy Rattlesnake, Guerreran Pygmy Rattlesnake, Central Plateau Pygmy Rattlesnake	COPE	1865	Yes	Yes
Crotalus ruber	Red Diamond Rattlesnake (exs	COPE	1892	Yes	Yes
Crotalus scutulatus	scutulat	KENNICOTT	1861	Yes	Yes
Crotalus simus		LATREILLE	1801	Yes	Yes
Crotalus stejnegeri	Sinaloan Long-tailed Rattlesnake	DUNN	1919	Yes	Yes
Crotalus stephensi	Panamint Rattlesnake	KLAUBER	1930	Yes	Yes
Crotalus tancitarensis		ALVARADO-DAZ & CAMPBELL	2004	Yes	Yes
Crotalus tigris	Tiger Rattlesnake	KENNICOTT	1859	Yes	Yes
Crotalus tlaloci		BRYSON, LINKEM, DORCAS, LATHROP, JONES, ALVARADO-DAZ,, GRNWALD & MURPHY	2014	Yes	Yes
Crotalus totonacus		GLOYD & KAUFFELD	1940	Yes	Yes
Crotalus transversus	Cross-banded Mountain Rattlesnake	TAYLOR	1944	Yes	Yes
Crotalus triseriatus	Western Dusky Rattlesnake, Central Plateau Dusky Rattlesnake	WAGLER	1830	Yes	Yes
Crotalus tzabcan	Yucatan Neotropical Rattlesnake	KLAUBER	1952	Yes	Yes
Crotalus viridis	virid	RAFINESQUE	1818	Yes	Yes
Crotalus willardi	willar	MEEK	1905	Yes	Yes
Crotaphopeltis barotseensis	Barotse Water Snake	BROADLEY	1968	No	No
Crotaphopeltis braestrupi		RASMUSSEN	1985	No	No
Crotaphopeltis degeni	Degens Herald Snake, Yellow-flanked snake	BOULENGER	1906	No	No
Crotaphopeltis hippocrepis		REINHARDT	1843	No	No
Crotaphopeltis hotamboeia	White-lipped Herald Snake, Red-lipped Snake	LAURENTI	1768	No	No
Crotaphopeltis tornieri	Werner's Water Snake	WERNER	1908	No	No
Cryophis hallbergi	Hallberg's Cloud Forest Snake	BOGERT & DUELLMAN	1963	No	No
Cryptophis boschmai	Carpentaria whip snake	BRONGERSMA & KNAAP VAN MEEUVEN	1961	Yes	No
Cryptophis incredibilis		WELLS & WELLINGTON	1985	Yes	No
Cryptophis nigrescens	Small-eyed Snake, Eastern Small-eyed Snake, Short-tailed Snake	GNTHER	1862	Yes	No
Cryptophis nigrostriatus	Black-striped snake	KREFFT	1864	Yes	No
Cryptophis pallidiceps	Western Carpentaria Snake, Northern Small-eyed Snake	GNTHER	1858	Yes	No
Cubophis cantherigerus	Cuban Racer	BIBRON	1840	No	No
Cubophis caymanus	Racer, Ground Snake, Black Snake	GARMAN	1887	No	No
Cubophis fuscicauda		GARMAN	1888	No	No
Cubophis ruttyi		GRANT	1941	No	No
Cubophis vudii	Bahamian Racer	COPE	1862	No	No
Cyclocorus lineatus	Reinhardt's Lined Snake	REINHARDT	1843	No	No
Cyclocorus nuchalis	Southern Triangle-spotted Snake	TAYLOR	1923	No	No
Cyclophiops doriae	Doria's Green Snake	BOULENGER	1888	No	No
Cyclophiops hamptoni	Hampton's Green Snake	BOULENGER	1900	No	No
Cyclophiops herminae	Sakishima Green Snake	BOETTGER	1895	No	No
Cyclophiops major	Chinese Green Snake	GNTHER	1858	No	No
Cyclophiops multicinctus	Many-banded Green Snake, North China Green Snake	ROUX	1907	No	No
Cyclophiops semicarinatus	Ryukyu Green Snake	HALLOWELL	1861	No	No
Cyclotyphlops deharvengi	Deharvengs Blind Sna	IN	1994	No	No
Cylindrophis aruensis	Aru Cylinder Snake	BOULENGER	1920	No	No
Cylindrophis boulengeri	Boulenger's Pipe Snake	ROUX	1911	No	No
Cylindrophis engkariensis		STUEBING	1994	No	No
Cylindrophis isolepis	Jampea Island Pipe Snake	BOULENGER	1896	No	No
Cylindrophis lineatus	Blanford's Pipe Snake	BLANFORD	1881	No	No
Cylindrophis maculatus	Ceylonese Cylinder Snake, Pipe Snake	LINNAEUS	1758	No	No
Cylindrophis melanotus	Black Pipe Snake	WAGLER	1828	No	No
Cylindrophis opisthorhodus	Island Pipe Snake	BOULENGER	1897	No	No
Cylindrophis ruffus	Red-tailed Pipe Snake, Red Cylinder Snake	LAURENTI	1768	No	No
Cylindrophis yamdena	Yamdena Pipe Snake	SMITH & SIDIK	1998	No	No
Daboia deserti	Saharaotter	ANDERSON	1892	Yes	Yes
Daboia mauritanica	Moorish Viper	DUMRIL & BIBRON	1848	Yes	Yes
Daboia palaestinae	Palestine Viper	WERNER	1938	Yes	Yes
Daboia russelii	Russels Viper	SHAW & NODDER	1797	Yes	Yes
Daboia siamensis	Eastern Russels Viper	SMITH	1917	Yes	Yes
Dasypeltis abyssina		DUMRIL, BIBRON & DUMRIL	1854	No	No
Dasypeltis atra	African Egg-eating Snake, Montane Egg-eater	STERNFELD	1912	No	No
Dasypeltis confusa	Confusing Egg Eater	TRAPE & MAN	2006	No	No
Dasypeltis fasciata	Central African Egg-eating Snake, Western Forest Eggeater	SMITH	1849	No	No
Dasypeltis gansi	Gans Egg Eater	TRAPE & MAN	2006	No	No
Dasypeltis inornata	Southern Brown Egg Eater	SMITH	1849	No	No
Dasypeltis latericia		TRAPE & MAN	2006	No	No
Dasypeltis medici	East African Egg Eater	BIANCONI	1859	No	No
Dasypeltis palmarum	Palm Egg Eater	LEACH	1818	No	No
Dasypeltis parascabra		TRAPE, MEDIANNIKOV & TRAPE	2012	No	No
Dasypeltis sahelensis	Sahel Egg Eater	TRAPE & MAN	2006	No	No
Dasypeltis scabra	Common or Rhombic Egg Eater	LINNAEUS	1758	No	No
Deinagkistrodon acutus	Chinese Moccasin	GNTHER	1888	Yes	Yes
Demansia angusticeps		MACLEAY	1888	Yes	No
Demansia calodera	Black-necked Whipsnake	STORR	1978	Yes	No
Demansia flagellatio		WELLS & WELLINGTON	1985	Yes	No
Demansia olivacea	Olive Whipsnake, Marble-headed Whip Snake	GRAY	1842	Yes	No
Demansia papuensis	Papuan whip snake	MACLEAY	1877	Yes	No
Demansia psammophis	Yellow-faced Whipsnake, Yellow-Faced Whip Snake	SCHLEGEL	1837	Yes	No
Demansia quaesitor		SHEA	2007	Yes	No
Demansia rimicola		SCANLON	2007	Yes	No
Demansia rufescens	Rufous Whipsnake	STORR	1978	Yes	No
Demansia shinei		SHEA	2007	Yes	No
Demansia simplex	Grey Whipsnake	STORR	1978	Yes	No
Demansia torquata	Collared Whipsnake, Collared Whip Snake	GNTHER	1862	Yes	No
Demansia vestigiata	Black whip snake	DE VIS	1884	Yes	No
Dendrelaphis andamanensis	Andaman Bronze-back	ANDERSON	1871	No	No
Dendrelaphis ashoki		VOGEL & VAN ROOIJEN	2011	No	No
Dendrelaphis bifrenalis	Boulenger's Bronzeback	BOULENGER	1890	No	No
Dendrelaphis biloreatus	Gore's Bronzeback	WALL	1908	No	No
Dendrelaphis calligastra	Green treesnake, Nothern Tree Snake	GNTHER	1867	No	No
Dendrelaphis caudolineatus	Gray Bronzeback, Striped Bronzeback	GRAY	1834	No	No
Dendrelaphis caudolineolatus		GNTHER	1869	No	No
Dendrelaphis chairecacos		BOIE	1827	No	No
Dendrelaphis cyanochloris	Wall's Bronzeback	WALL	1921	No	No
Dendrelaphis flavescens	Sulu Bronzeback	GAULKE	1994	No	No
Dendrelaphis formosus	Elegant Bronzeback	BOIE	1827	No	No
Dendrelaphis fuliginosus		GRIFFIN	1909	No	No
Dendrelaphis gastrostictus	Montane treesnake	BOULENGER	1894	No	No
Dendrelaphis girii		VOGEL & VAN ROOIJEN	2011	No	No
Dendrelaphis grandoculis	Southern Bronzeback	BOULENGER	1890	No	No
Dendrelaphis grismeri		VOGEL & VAN ROOIJEN	2008	No	No
Dendrelaphis haasi	Haass Bronzeback snake	VAN ROOIJEN & VOGEL	2008	No	No
Dendrelaphis hollinrakei		LAZELL	2002	No	No
Dendrelaphis humayuni	Tiwar's Bronzeback	TIWARI & BISWAS	1973	No	No
Dendrelaphis inornatus	Lesser Sundas Bronzeback	BOULENGER	1897	No	No
Dendrelaphis kopsteini	Kopsteins Bronzeback Sna	VOGEL & VAN ROOIJEN	2007	No	No
Dendrelaphis levitoni		VAN ROOIJEN & VOGEL	2012	No	No
Dendrelaphis lorentzi	Lorentz River treesnake	LIDTH DE JEUDE	1911	No	No
Dendrelaphis luzonensis		LEVITON	1961	No	No
Dendrelaphis marenae	Marens Bronzeback	VOGEL & VAN ROOIJEN	2008	No	No
Dendrelaphis modestus	Gray Bronzeback, Striped Bronzeback	BOULENGER	1894	No	No
Dendrelaphis ngansonensis	Nganson Bronzeback	BOURRET	1935	No	No
Dendrelaphis nigroserratus	Saw-tooth-necked Bronzeback	VOGEL, VAN ROOIJEN & HAUSER	2012	No	No
Dendrelaphis oliveri	Oliver's Bronzeback	TAYLOR	1950	No	No
Dendrelaphis papuensis	Papuan treesnake	BOULENGER	1895	No	No
Dendrelaphis philippinensis		GNTHER	1879	No	No
Dendrelaphis pictus	Common Bronze-back, Painted Bronzeback, Indonesian Bronze-back	GMELIN	1789	No	No
Dendrelaphis punctulatus	Green Tree Snake, Common Tree Snake	GRAY	1826	No	No
Dendrelaphis salomonis	Solomons treesnake	GNTHER	1872	No	No
Dendrelaphis schokari		KUHL	1820	No	No
Dendrelaphis striatus	Banded Bronzeback	COHN	1905	No	No
Dendrelaphis subocularis	Mountain Bronzeback, Burmese Bronzeback	BOULENGER	1888	No	No
Dendrelaphis terrificus	Terrific Bronzeba	PETERS	1872	No	No
Dendrelaphis tristis	Daudin's Bronzeback, Common Bronzeback Tree Snake	DAUDIN	1803	No	No
Dendrelaphis underwoodi	Underwoods Bronzeback snake	VAN ROOIJEN & VOGEL	2008	No	No
Dendrelaphis walli		VOGEL & VAN ROOIJEN	2011	No	No
Dendroaspis angusticeps	Green Mamba	SMITH	1849	Yes	No
Dendroaspis jamesoni	Jamesons Mamba	TRAILL	1843	Yes	No
Dendroaspis polylepis	Black Mamba	GNTHER	1864	Yes	No
Dendroaspis viridis	Western Green Mamba	HALLOWELL	1844	Yes	No
Dendrolycus elapoides	Cameroon Rainforest Snake	GNTHER	1874	No	No
Dendrophidion apharocybe		CADLE	2012	No	No
Dendrophidion atlantica	Atlantic Forest Racer	FREIRE, CARAMASCHI & GONALVES	2010	No	No
Dendrophidion bivittatus	Forest Racer	DUMRIL, BIBRON & DUMRIL	1854	No	No
Dendrophidion boshelli	Hoshell's Forest Racer	DUNN	1944	No	No
Dendrophidion brunneum	Gnther's Forest Racer	GNTHER	1858	No	No
Dendrophidion clarkii	Clark's Forest Rac	DUNN	1933	No	No
Dendrophidion crybelum		CADLE	2012	No	No
Dendrophidion dendrophis	Olive Forest Racer	SCHLEGEL	1837	No	No
Dendrophidion graciliverpa		CADLE	2012	No	No
Dendrophidion nuchale	Peters' Forest Racer	PETERS	1863	No	No
Dendrophidion paucicarinatum	Cope's Forest Racer	COPE	1894	No	No
Dendrophidion percarinatum	South American Forest Racer	COPE	1893	No	No
Dendrophidion prolixum		CADLE	2012	No	No
Dendrophidion rufiterminorum		CADLE & SAVAGE	2012	No	No
Dendrophidion vinitor	Barred Forest Racer	SMITH	1941	No	No
Denisonia devisi	De Vis's Banded Snake, De Vis Banded Snake	WAITE & LONGMAN	1920	Yes	No
Denisonia maculata	Ornamental Snake	STEINDACHNER	1867	Yes	No
Diadophis punctatus	arny	LINNAEUS	1766	No	No
Diaphorolepis laevis	Colombian Frog-eating Snake	WERNER	1923	No	No
Diaphorolepis wagneri	Ecuador Frog-eating Snake	JAN	1863	No	No
Dieurostus dussumieri	Kerala Mud Snake, Dussumier's Water Snake	DUMRIL, BIBRON & DUMRIL	1854	No	No
Dipsadoboa aulica	Marbled Tree Snake, Cross-barred Snake	GNTHER	1864	No	No
Dipsadoboa brevirostris		STERNFELD	1908	No	No
Dipsadoboa duchesnii		BOULENGER	1901	No	No
Dipsadoboa flavida	Cross-barred Tree Snake	BROADLEY & STEVENS	1971	No	No
Dipsadoboa shrevei	Shreve's (Nocturnal) Tree Snake	LOVERIDGE	1932	No	No
Dipsadoboa underwoodi		RASMUSSEN	1993	No	No
Dipsadoboa unicolor	Gnther's Green Tree Snake	GNTHER	1858	No	No
Dipsadoboa viridis		PETERS	1869	No	No
Dipsadoboa weileri		LINDHOLM	1905	No	No
Dipsadoboa werneri	Werner's Green Tree Snake	BOULENGER	1897	No	No
Dipsas albifrons	Sauvage's Snail-eater	SAUVAGE	1884	No	No
Dipsas alternans	Jan's Snail-eater	FISCHER	1885	No	No
Dipsas andiana		BOULENGER	1896	No	No
Dipsas articulata	American Snail-eater	COPE	1868	No	No
Dipsas baliomelas		HARVEY	2008	No	No
Dipsas bicolor	Two-colored Snail-eater	GNTHER	1895	No	No
Dipsas brevifacies	Snail-eating Thirst Snake	COPE	1866	No	No
Dipsas bucephala	Neotropical Snail-eater	SHAW	1802	No	No
Dipsas catesbyi	Catesby's Snail-eater	SENTZEN	1796	No	No
Dipsas chaparensis		REYNOLDS & FOSTER	1992	No	No
Dipsas copei		GNTHER	1872	No	No
Dipsas elegans	Caracolera subtropical	BOULENGER	1896	No	No
Dipsas ellipsifera		BOULENGER	1898	No	No
Dipsas gaigeae	Gaige's Thirst Snail-eater	OLIVER	1937	No	No
Dipsas gracilis	Graceful Snail-eater	BOULENGER	1902	No	No
Dipsas incerta	Jan's Snail-eater	JAN	1863	No	No
Dipsas indica	Neotropical Snail-eater	LAURENTI	1768	No	No
Dipsas maxillaris	Werner's Thirst Snake	WERNER	1910	No	No
Dipsas neivai		AMARAL	1926	No	No
Dipsas nicholsi		DUNN	1933	No	No
Dipsas oreas	Ecuador Snail-eater	COPE	1868	No	No
Dipsas pakaraima		MACCULLOCH & LATHROP	2004	No	No
Dipsas pavonina	Northern Snail-eater	SCHLEGEL	1837	No	No
Dipsas peruana	Peru Snail-eater, Many-scaled Snail-eater (polylepis), Striped Snail-eater (latifasciata), Venezuela Snail-eater (latifrontalis), Boettger's Snail-eater (boettgeri)	BOETTGER	1898	No	No
Dipsas petersi	Peters Snail-eater	HOGE & ROMANO-HOGE	1975	No	No
Dipsas praeornata		WERNER	1909	No	No
Dipsas pratti	Pratt's Snail-eater	BOULENGER	1897	No	No
Dipsas sanctijoannis	Tropical Snail-eater	BOULENGER	1911	No	No
Dipsas sazimai		FERNANDES, MARQUES & ARGLO	2010	No	No
Dipsas schunkii	Schunk's Snail-eater	BOULENGER	1908	No	No
Dipsas temporalis	Temporal Snail-eater	WERNER	1909	No	No
Dipsas tenuissima	Taylor's Snail-eater	TAYLOR	1954	No	No
Dipsas trinitatis	Trinidad Snail-eater	PARKER	1926	No	No
Dipsas variegata	Variegated Snail-eater	DUMRIL, BIBRON & DUMRIL	1854	No	No
Dipsas vermiculata	Vermiculate Snail-eater	PETERS	1960	No	No
Dipsas viguieri	Bocourt's Snail-eater	BOCOURT	1884	No	No
Dipsina multimaculata	Dwarf Beaked Snake, Western Beaked Snake	SMITH	1847	No	No
Dispholidus typus	Boomslang	SMITH	1828	Yes	No
Ditaxodon taeniatus	Hensel's Snake	PETERS	1868	No	No
Ditypophis vivax	Gnther's Racer	GNTHER	1881	No	No
Djokoiskandarus annulata	Trans-Fly Mangrove Snake, Banded watersnake	DE JONG	1926	No	No
Dolichophis caspius	Balkan-Springnatter, Kaspische Pfeilnatter	GMELIN	1789	No	No
Dolichophis jugularis	Large Whip Snake	LINNAEUS	1758	No	No
Dolichophis schmidti	Schmidts Pfeilnatter, Rote Springnatter	NIKOLSKY	1909	No	No
Drepanoides anomalus	Black-collared Snake	JAN	1863	No	No
Dromicodryas bernieri	Bernier's Striped Snake	DUMRIL & BIBRON	1854	No	No
Dromicodryas quadrilineatus	Four-striped Snake	DUMRIL & BIBRON	1854	No	No
Drymarchon caudomaculatus		WSTER , YRAUSQUIN & MIJARES-URRUTIA	2001	No	No
Drymarchon corais	Indigo Snake	BOIE	1827	No	No
Drymarchon couperi	Eastern Indigo Snake, Gopher Snake, Blue Indigo Snake, Blue Bull Snake	HOLBROOK	1842	No	No
Drymarchon margaritae	Margarita Indigo Snake	ROZE	1959	No	No
Drymarchon melanurus	Blacktail Cribo	DUMRIL, BIBRON & DUMRIL	1854	No	No
Drymobius chloroticus	Green Highland Racer	COPE	1886	No	No
Drymobius margaritiferus	margaritifer	SCHLEGEL	1837	No	No
Drymobius melanotropis	Black Forest Racer	COPE	1876	No	No
Drymobius rhombifer	Esmarald Racer	GNTHER	1860	No	No
Drymoluber apurimacensis	Apurmac Woodland Racer	LEHR, CARRILLO & HOCKING	2004	No	No
Drymoluber brazili	Brazilian Woodland Racer	GOMES	1918	No	No
Drymoluber dichrous	Northern Woodland Racer	PETERS	1863	No	No
Dryocalamus davisonii	Blanford's Bridal Snake (Bridle Snake)	BLANFORD	1878	No	No
Dryocalamus gracilis	Scarce Bridal Snake	GNTHER	1864	No	No
Dryocalamus nympha	Vellore Bridal Snake	DAUDIN	1803	No	No
Dryocalamus philippinus	Philippine Dryocalamus	GRIFFIN	1909	No	No
Dryocalamus subannulatus	Malayan Bridal Snake, Southern Bridle Snake	DUMRIL, BIBRON & DUMRIL	1854	No	No
Dryocalamus tristrigatus		GNTHER	1858	No	No
Dryophiops philippina	Philippine Whip Snake	BOULENGER	1896	No	No
Dryophiops rubescens	(Brown or) Red Whip Snake	GRAY	1835	No	No
Drysdalia coronoides	White-lipped Snake	GNTHER	1858	Yes	No
Drysdalia mastersii	Masters' Snake	KREFFT	1866	Yes	No
Drysdalia rhodogaster	Mustard-bellied Snake	JAN & SORDELLI	1873	Yes	No
Duberria lutrix	Common Slug Eater	LINNAEUS	1758	No	No
Duberria rhodesiana	Zimbabwean Slug Eater	BROADLEY	1958	No	No
Duberria shirana	Shire Slug Eater	BOULENGER	1894	No	No
Duberria variegata	Variegated or Spotted Slug Eater	PETERS	1854	No	No
Echinanthera amoena		JAN	1863	No	No
Echinanthera cephalomaculata		DI BERNARDO	1994	No	No
Echinanthera cephalostriata		DI BERNARDO	1996	No	No
Echinanthera cyanopleura		COPE	1885	No	No
Echinanthera melanostigma		WAGLER	1824	No	No
Echinanthera undulata	Wellenstreifige Natter	WIED	1824	No	No
Echiopsis curta	Bardick	SCHLEGEL	1837	Yes	No
Echis borkini		CHERLIN	1990	Yes	Yes
Echis carinatus	Saw-scaled Viper, Phoorsa	SCHNEIDER	1801	Yes	Yes
Echis coloratus	Palestine Saw-scaled Viper	GNTHER	1878	Yes	Yes
Echis hughesi	Hughes' Saw-scaled Viper	CHERLIN	1990	Yes	Yes
Echis jogeri	Joger's Saw-scaled Viper	CHERLIN	1990	Yes	Yes
Echis khosatzkii		CHERLIN	1990	Yes	Yes
Echis leucogaster	Roman's Saw-scaled Viper	ROMAN	1972	Yes	Yes
Echis megalocephalus	Large-headed Carpet Viper, Cherlin's Saw-scaled Viper	CHERLIN	1990	Yes	Yes
Echis ocellatus	African Saw-scaled Viper, West African carpet viper	STEMMLER	1970	Yes	Yes
Echis omanensis	Oman saw-scaled viper	BABOCSAY	2004	Yes	Yes
Echis pyramidum	North-East African Carpet Viper, Egyptian Saw-scaled Viper	GEOFFROY SAINT-HILAIRE	1827	Yes	Yes
Eirenis africana	African Dwarf Snake	BOULENGER	1914	No	No
Eirenis aurolineatus		VENZMER	1919	No	No
Eirenis barani	Baran Dwarf Racer	SCHMIDTLER	1988	No	No
Eirenis collaris	Collared Dwarf Racer	MNTRIES	1832	No	No
Eirenis coronella	Crowned Dwarf Racer	SCHLEGEL	1837	No	No
Eirenis coronelloides		JAN	1862	No	No
Eirenis decemlineatus	English common name not available	DUMRIL, BIBRON & DUMRIL	1854	No	No
Eirenis eiselti	Eiselt's Dwarf Racer	SCHMIDTLER	1978	No	No
Eirenis hakkariensis	Hakkari-Zwergnatter	SCHMIDTLER & EISELT	1991	No	No
Eirenis kermanensis		RAJABIZADEH, SCHMIDTLER, ORLOV & SOLEIMANI	2012	No	No
Eirenis levantinus		SCHMIDTLER	1993	No	No
Eirenis lineomaculatus	English common name not available	SCHMIDT	1939	No	No
Eirenis medus		CHERNOV	1940	No	No
Eirenis modestus	Asia Minor Dwarf Racer	MARTIN	1838	No	No
Eirenis persicus	Dark-headed Dwarf Racer	ANDERSON	1872	No	No
Eirenis punctatolineatus	Dotted Dwarf Racer	BOETTGER	1892	No	No
Eirenis rechingeri		EISELT	1971	No	No
Eirenis rothii	Roth's Dwarf Racer	JAN	1863	No	No
Eirenis thospitis	Thuspa-Zwergnatter	SCHMIDTLER & LANZA	1990	No	No
Elachistodon westermanni	Indian Egg-eating Snake	REINHARDT	1863	No	No
Elaphe anomala		BOULENGER	1916	No	No
Elaphe bimaculata	Chinese Leopard Snake	SCHMIDT	1925	No	No
Elaphe carinata	Taiwan Stink Snake	GNTHER	1864	No	No
Elaphe climacophora	Japanese Ratsnake	BOIE	1826	No	No
Elaphe davidi	Pere David's Rat Snake	SAUVAGE	1884	No	No
Elaphe dione	Steppes Ratsnakes	PALLAS	1773	No	No
Elaphe quadrivirgata	Japanese Four-lined Ratsnake	BOIE	1826	No	No
Elaphe quatuorlineata	Four-lined Ratsnake	BONNATERRE	1790	No	No
Elaphe sauromates	East-Four-lined Ratsnake	PALLAS	1811	No	No
Elaphe schrenckii	Amur Ratsnakes, Siberian Ratsnake	STRAUCH	1873	No	No
Elaphe zoigeensis	Zoige Ratsnake Chine	HUANG, DING, BURBRINK, YANG, HUANG, LING, CHEN & ZHANG	2012	No	No
Elapognathus coronatus	Crowned Snake	SCHLEGEL	1837	Yes	No
Elapognathus minor	Short-nosed Snake, Little Brown Snake	GNTHER	1863	Yes	No
Elapoidis fusca		BOIE	1826	No	No
Elapomorphus quinquelineatus	Raddi's Lizard-eating Snake	RADDI	1820	No	No
Elapomorphus spegazzinii	Spegazzini's Diadem Snake	BOULENGER	1913	No	No
Elapomorphus wuchereri	Wucherer's Lizard-eating Snake	GNTHER	1861	No	No
Elapotinus picteti		DOMERGUE	1984	No	No
Elapsoidea boulengeri	Boulenger's Garter Snake	BOETTGER	1895	Yes	No
Elapsoidea broadleyi		JAKOBSEN	1997	Yes	No
Elapsoidea chelazziorum	Somali Garter Snake	LANZA	1979	Yes	No
Elapsoidea guentherii	Gnthers Garter Snake	BOCAGE	1866	Yes	No
Elapsoidea laticincta	Werner's Garter Snake	WERNER	1919	Yes	No
Elapsoidea loveridgei	Loveridge's Garter Snake, East African Garter Snake	PARKER	1949	Yes	No
Elapsoidea nigra	Black Garter Snake	GNTHER	1888	Yes	No
Elapsoidea semiannulata	Angolan Garter Snake	BOCAGE	1882	Yes	No
Elapsoidea sundevallii	Sundevall's Garter Snake, African Garter Snake, De Coster's Garter Snake, Kalahari Garter Snake, Long-tailed Garter Snake, Highveld Garter Snake	SMITH	1848	Yes	No
Elapsoidea trapei		MANE	1999	Yes	No
Emmochliophis fugleri	Pinchinda Snake	FRITTS & SMITH	1969	No	No
Emmochliophis miops		BOULENGER	1898	No	No
Emydocephalus annulatus	Turtle-headed seasnake, Egg-eating Sea Snake	KREFFT	1869	Yes	Yes
Emydocephalus ijimae	Turtlehead Sea Snake	STEJNEGER	1898	Yes	Yes
Emydocephalus szczerbaki		DOTSENKO	2011	Yes	Yes
Enhydris chanardi	Chanards Mud Snake, Sind River Snake	MURPHY & VORIS	2005	No	No
Enhydris enhydris	Rainbow Mud Snake, Rainbow Water Snake, Striped Water Snake, Smooth Water Snake	SCHNEIDER	1799	No	No
Enhydris innominata	Tay Ninh Water Snake	MORICE	1875	No	No
Enhydris jagorii	Bangkok Mud Snake, Striped Water Snake, Jagors Water Snake	PETERS	1863	No	No
Enhydris longicauda	Long-tailed Mud Snake, Longhead Water Snake	BOURRET	1934	No	No
Enhydris subtaeniata	Mekong Mud Snake	BOURRET	1934	No	No
Enuliophis sclateri	Colombian Longtail Snake	BOULENGER	1894	No	No
Enulius bifoveatus		MCCRANIE & KHLER	1999	No	No
Enulius flavitorques	Pacific Longtail Snake	COPE	1868	No	No
Enulius oligostichus	Mexican Longtail Snake	SMITH, ARNDT & SHERBROOK	1967	No	No
Enulius roatanensis		MCCRANIE & KHLER	1999	No	No
Epacrophis boulengeri	Manda Flesh-pink Blind Snake, Lamu worm snake	BOETTGER	1913	No	No
Epacrophis drewesi	Drewes worm snake	WALLACH	1996	No	No
Epacrophis reticulatus	Reticulate Blind Snake	BOULENGER	1906	No	No
Ephalophis greyae	North-western Mangrove Seasnake	SMITH	1931	Yes	Yes
Epicrates alvarezi	Argentinian Rainbow Boa	ABALOS, BAEZ & NADER	1964	No	Yes
Epicrates assisi	Gestreifte Regenbogenboa	MACHADO	1945	No	Yes
Epicrates cenchria	Rainbow Boa	LINNAEUS	1758	No	Yes
Epicrates crassus	Paraguay-Regenbogenboa	COPE	1862	No	Yes
Epicrates maurus	Brown Rainbow Boa	GRAY	1849	No	Yes
Epictia albipuncta		BURMEISTER	1861	No	No
Epictia alfredschmidti		LEHR, WALLACH, KHLER & AGUILAR	2002	No	No
Epictia ater	Black Blind Snake	TAYLOR	1940	No	No
Epictia australis	Freiberg's Blind Snake	FREIBERG & OREJAS-MIRANDA	1968	No	No
Epictia borapeliotes		VANZOLINI	1996	No	No
Epictia clinorostris		ARREDONDO & ZAHER	2010	No	No
Epictia collaris	Collared Blind Snake	HOOGMOED	1977	No	No
Epictia columbi	San Salvador Blind Snake	KLAUBER	1939	No	No
Epictia diaplocia	Common Peru Blind Snake	OREJAS-MIRANDA	1969	No	No
Epictia goudotii	Black Blind Snake	DUMRIL & BIBRON	1844	No	No
